"_media_all_received","_bamboo_dataset_id","_xform_id_string","availability_selection/available","meta/instanceID","_duration","extra_info","_edited","_status","encouraging_scale_selection/encouraging_scale","dateTime_selection/timestamp","meta/deprecatedID","phone_num","address_selection/determinable","coding_option_selection/coding_option","_uuid","_submitted_by","address_selection/property","_media_count","formhub/uuid","_last_edited","income_selection/income","_total_media","_xform_id","_submission_time","_version","people_name_selection/person_name","time_zone_selection/time_zone_option","_id","coder_option","address_selection/more_info","screening_selection/screening_terms"
TRUE,"","Aubrey_Murphy","yes","uuid:ea0c3445-87ab-474c-b6c1-928766c40a3a","","n/a",TRUE,"submitted_via_web","Neutral","2018-05-24T14:25:00.000-05:00","uuid:ae1bacc3-5555-4e90-941f-dd2dde8a852c","1149","yes","email","ea0c3445-87ab-474c-b6c1-928766c40a3a",NA,"1522 South Westgate Avenue #403",0,"473befd8663346a586a84e49bff6d787","2018-05-31T21:33:20.350581+00:00","no",0,313167,"2018-05-31T03:00:13","201805211839","Aubrey Murphy","CST",30113557,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:22fd005a-2071-4ef8-b012-78a40fb9e3b5","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-24T11:41:00.000-05:00",NA,"1149","yes","email","22fd005a-2071-4ef8-b012-78a40fb9e3b5",NA,"3202 West 43rd Place",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:01:10","201805211839","Aubrey Murphy","CST",30113575,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:a3ccba21-3cf0-4a0a-b849-6516df82db76","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-24T01:31:00.000-05:00",NA,"1149","yes","email","a3ccba21-3cf0-4a0a-b849-6516df82db76",NA,"2704 South Rimpau Boulevard",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:05:29","201805211839","Aubrey Murphy","CST",30113597,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:79edd6ba-84ff-4ad8-9ef1-3eb2c19e7bad","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-24T01:12:00.000-05:00",NA,"1149","yes","email","79edd6ba-84ff-4ad8-9ef1-3eb2c19e7bad",NA,"11860 Kiowa Avenue #102",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:07:03","201805211839","Aubrey Murphy","CST",30113602,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:8adb0c6f-6511-445e-928e-6a72ed888a0f","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-23T20:50:00.000-05:00",NA,"1149","yes","email","8adb0c6f-6511-445e-928e-6a72ed888a0f",NA,"219 South Orange Drive",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:11:38","201805211839","Aubrey Murphy","CST",30113677,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:226cac20-fb6c-4cb5-a313-10b0dc9bb3ca","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-23T17:20:00.000-05:00",NA,"1149","yes","email","226cac20-fb6c-4cb5-a313-10b0dc9bb3ca",NA,"235 S Avenue 20 #20",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:13:04","201805211839","Aubrey Murphy","CST",30113703,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:cd448617-95bb-413d-85ae-350b4d00d0b8","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-23T17:16:00.000-05:00",NA,"1149","yes","email","cd448617-95bb-413d-85ae-350b4d00d0b8",NA,"3108 Nichols Canyon Road",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:14:02","201805211839","Aubrey Murphy","CST",30113743,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:b5ce9168-da8e-4211-ae7f-6e6ff469cc8b","","Questions about the number of people moving in, income and given a qualification check list",FALSE,"submitted_via_web","Discouraging","2018-05-23T14:21:00.000-05:00",NA,"1149","yes","email","b5ce9168-da8e-4211-ae7f-6e6ff469cc8b",NA,"8958 West 24th Street",0,"473befd8663346a586a84e49bff6d787",NA,"yes",0,313167,"2018-05-31T03:16:21","201805211839","Aubrey Murphy","CST",30113794,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:4f967e19-c5cc-4ea4-b018-1d4b188c3fcd","","n/a",FALSE,"submitted_via_web","Very Encouraging","2018-05-23T14:12:00.000-05:00",NA,"1149","yes","email","4f967e19-c5cc-4ea4-b018-1d4b188c3fcd",NA,"3708 Buckingham Road",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:17:21","201805211839","Aubrey Murphy","CST",30113833,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:4e92a1ed-f24b-4187-9ddf-82aac8a7e8c7","","Requested breif description about myself",FALSE,"submitted_via_web","Neutral","2018-05-23T12:36:00.000-05:00",NA,"1149","yes","email","4e92a1ed-f24b-4187-9ddf-82aac8a7e8c7",NA,"1385 West 22nd Street",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:18:50","201805211839","Aubrey Murphy","CST",30113845,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:25c44a90-2323-4dc2-94f0-6dcbe670cb8f","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-21T11:28:00.000-05:00",NA,"1149","yes","email","25c44a90-2323-4dc2-94f0-6dcbe670cb8f",NA,"1449 Butler Avenue",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:19:48","201805211839","Aubrey Murphy","CST",30113861,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:441ff9eb-3ebf-42cc-9009-e4c0a3bf9d6b","","N/a",FALSE,"submitted_via_web","Neutral","2018-05-22T17:04:00.000-05:00",NA,"1149","yes","email","441ff9eb-3ebf-42cc-9009-e4c0a3bf9d6b",NA,"702 South Serrano Avenue #302",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:20:45","201805211839","Aubrey Murphy","CST",30113915,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:ace8369c-e8e4-4922-8b75-6c3226437b42","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-22T17:53:00.000-05:00",NA,"1149","yes","email","ace8369c-e8e4-4922-8b75-6c3226437b42",NA,"8308 Yuma Place",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:21:33","201805211839","Aubrey Murphy","CST",30113923,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:cecd997b-8537-4f30-abdc-55f88e347d33","","n/a",FALSE,"submitted_via_web","Discouraging","2018-05-22T20:18:00.000-05:00",NA,"1149","yes","email","cecd997b-8537-4f30-abdc-55f88e347d33",NA,"1029 South Mansfield Avenue",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:23:11","201805211839","Aubrey Murphy","CST",30113959,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","no","uuid:b6c4a6b2-1da2-4309-bf3c-10d997a185a1","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-22T21:07:00.000-05:00",NA,"1149","yes","email","b6c4a6b2-1da2-4309-bf3c-10d997a185a1",NA,"1444 South Point View Street #302",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:24:36","201805211839","Aubrey Murphy","CST",30113988,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:7baa251e-1228-4b9b-bc6b-f5166570c814","","Questioned about how many people.",FALSE,"submitted_via_web","Discouraging","2018-05-23T10:41:00.000-05:00","uuid:a219beec-3e1f-4859-a9dc-f4409d8572db","1149","yes","email","7baa251e-1228-4b9b-bc6b-f5166570c814",NA,"8333 West 1st Street",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:26:14","201805211839","Aubrey Murphy","CST",30114006,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:9192d2db-4975-4c3e-b6bf-78c5e385cb2c","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-23T11:30:00.000-05:00",NA,"1149","yes","email","9192d2db-4975-4c3e-b6bf-78c5e385cb2c",NA,"1155 South Grand Avenue #1903",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:27:27","201805211839","Aubrey Murphy","CST",30114019,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:c422d2c9-deb6-4af2-8362-0cb9b6b8bd08","","n/a",TRUE,"submitted_via_web","Encouraging","2018-05-22T14:06:00.000-05:00","uuid:9dfbdffc-f468-44ab-aa03-91f5e44e39f3","1149","yes","email","c422d2c9-deb6-4af2-8362-0cb9b6b8bd08",NA,"10417 Louisiana Avenue",0,"473befd8663346a586a84e49bff6d787","2018-05-31T21:31:45.783088+00:00","no",0,313167,"2018-05-31T03:32:22","201805211839","Aubrey Murphy","CST",30114172,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:9beb77a7-6134-4045-9012-0436924bc30d","","n/a",FALSE,"submitted_via_web","Very Encouraging","2018-05-22T15:43:00.000-05:00",NA,"1149","yes","email","9beb77a7-6134-4045-9012-0436924bc30d",NA,"3189 Lake Hollywood Drive",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:33:52","201805211839","Aubrey Murphy","CST",30114202,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","no","uuid:2f0712a0-0a66-4ad2-a504-9db4a507c0a4","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-21T17:24:00.000-05:00",NA,"1149","yes","email","2f0712a0-0a66-4ad2-a504-9db4a507c0a4",NA,"12695 Sandhill Lane #3",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:35:24","201805211839","Aubrey Murphy","CST",30114209,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:3e86181a-f83d-4376-991d-6542dd2ee923","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-21T16:17:00.000-05:00",NA,"1149","yes","email","3e86181a-f83d-4376-991d-6542dd2ee923",NA,"1519 Granville Avenue #303",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:36:38","201805211839","Aubrey Murphy","CST",30114223,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:4e6e6050-737a-4593-ad8e-5f9074de27ba","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-21T13:27:00.000-05:00",NA,"1149","yes","email","4e6e6050-737a-4593-ad8e-5f9074de27ba",NA,"11260 Mississippi Avenue #405",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:38:02","201805211839","Aubrey Murphy","CST",30114231,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:6b210d54-16b3-4691-9943-27b7249fefe2","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-21T12:58:00.000-05:00",NA,"1149","yes","email","6b210d54-16b3-4691-9943-27b7249fefe2",NA,"1118 Cardiff Avenue #1",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:38:56","201805211839","Aubrey Murphy","CST",30114239,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:10c91396-0177-4767-8169-58cc32a0f069","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-21T11:50:00.000-05:00",NA,"1149","yes","email","10c91396-0177-4767-8169-58cc32a0f069",NA,"1436 South Bedford Street #5",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-05-31T03:40:01","201805211839","Aubrey Murphy","CST",30114245,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:5138d768-ebeb-41f8-8fa1-653597565a38","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-31T18:12:00.000-05:00",NA,"1149","yes","email","5138d768-ebeb-41f8-8fa1-653597565a38",NA,"726 South Orange Grove Avenue",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-06-01T00:49:18","201805211839","Aubrey Murphy","CST",30169360,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:02afe92c-89e1-4481-b6f8-e919d93806ab","","Follow up email about open house event coming up.",FALSE,"submitted_via_web","Encouraging","2018-05-31T18:44:00.000-05:00",NA,"1149","yes","email","02afe92c-89e1-4481-b6f8-e919d93806ab",NA,"726 South Orange Grove Avenue",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-06-01T00:50:43","201805211839","Aubrey Murphy","CST",30169383,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:28edc56d-db30-4b8c-90d6-ac390546d656","","n/a",FALSE,"submitted_via_web","Encouraging","2018-06-01T01:57:00.000-05:00",NA,"1149","yes","email","28edc56d-db30-4b8c-90d6-ac390546d656",NA,"8873 Skyline Drive",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-06-04T20:16:44","201805211839","Aubrey Murphy","CST",30283613,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:ea9d8b56-b7a8-4e8e-9612-a61149a2875e","","n/a",FALSE,"submitted_via_web","Encouraging","2018-06-03T23:43:00.000-05:00",NA,"1149","yes","text","ea9d8b56-b7a8-4e8e-9612-a61149a2875e",NA,"8873 Skyline Drive",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-06-04T21:04:23","201805211839","Aubrey Murphy","CST",30284650,"Christian",NA,NA
TRUE,"","Aubrey_Murphy","yes","uuid:368c69a9-c0f0-44ef-8414-e323c272893a","","n/a",FALSE,"submitted_via_web","Neutral","2018-06-03T23:40:00.000-05:00",NA,"1149","yes","voicemail","368c69a9-c0f0-44ef-8414-e323c272893a",NA,"8873 Skyline Drive",0,"473befd8663346a586a84e49bff6d787",NA,"no",0,313167,"2018-06-04T21:05:25","201805211839","Aubrey Murphy","CST",30284721,"Christian",NA,NA
TRUE,"","Caleb_Peterson","no","uuid:c2575c18-20ce-42cb-a77e-b7f0fd7c3706","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-21T11:54:00.000-04:00",NA,"5914","no","voicemail","c2575c18-20ce-42cb-a77e-b7f0fd7c3706",NA,NA,0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:28:08","201805211839","Caleb Peterson","EST",29907694,"Evelyn","n/a",NA
TRUE,"","Caleb_Peterson","yes","uuid:17ed29a7-a47d-4346-bf4b-4c4247c1b5be","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-21T12:08:00.000-04:00",NA,"5914","yes","voicemail","17ed29a7-a47d-4346-bf4b-4c4247c1b5be",NA,"1529 South Beverly Drive #1",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:29:50","201805211839","Caleb Peterson","EST",29907730,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:29ba45ca-72f8-4987-8358-0f1590fa5bb0","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-21T14:45:00.000-04:00",NA,"5914","yes","voicemail","29ba45ca-72f8-4987-8358-0f1590fa5bb0",NA,"1062 South Alfred Street",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:32:04","201805211839","Caleb Peterson","EST",29907762,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:3fc437c1-7caa-404e-8489-33f224b39688","","Only thing I was able to determine about the location was that the property was in Brentwood.",FALSE,"submitted_via_web","Neutral","2018-05-21T15:19:00.000-04:00",NA,"5914","no","text","3fc437c1-7caa-404e-8489-33f224b39688",NA,NA,0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:35:26","201805211839","Caleb Peterson","EST",29907814,"Evelyn","In Brentwood",NA
TRUE,"","Caleb_Peterson","yes","uuid:1b3abd2d-8ee4-46fc-b342-7e409f76e29f","","The caller indicated that Bedford #5 and #6 would be shown not #2 like listed. The call was encouraging over all though!",FALSE,"submitted_via_web","Encouraging","2018-05-21T16:04:00.000-04:00",NA,"5914","yes","voicemail","1b3abd2d-8ee4-46fc-b342-7e409f76e29f",NA,"2012 South Bedford Street #2",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:39:29","201805211839","Caleb Peterson","EST",29907880,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:6422fdb9-1673-4837-a228-98eea66d70e4","","n/a",FALSE,"submitted_via_web","Neutral","2018-05-21T17:53:00.000-04:00",NA,"5914","yes","text","6422fdb9-1673-4837-a228-98eea66d70e4",NA,"736 East 24th Street #1",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:50:49","201805211839","Caleb Peterson","EST",29908013,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:e1d7a8ac-1e44-4e61-832d-c74b2d61716e","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-21T18:06:00.000-04:00",NA,"5914","yes","voicemail","e1d7a8ac-1e44-4e61-832d-c74b2d61716e",NA,"1823 North Fuller Avenue #6",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:52:54","201805211839","Caleb Peterson","EST",29908026,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:217df7f8-ae4b-4155-b3a6-a011c25123b9","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-22T16:07:00.000-04:00",NA,"5914","yes","text","217df7f8-ae4b-4155-b3a6-a011c25123b9",NA,"7101 South La Cienega Boulevard",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T18:54:51","201805211839","Caleb Peterson","EST",29908039,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:11f01547-8652-45a3-b2f6-2d48a926f646","","n/a",TRUE,"submitted_via_web","Encouraging","2018-05-21T18:44:00.000-04:00","uuid:d8cbadd5-9773-4b6e-9b27-23c0aedbcc08","5914","yes","text","11f01547-8652-45a3-b2f6-2d48a926f646",NA,"1833 Carmona Avenue",0,"40c4d452109c460a91ca282cbeea6097","2018-05-30T16:35:28.269418+00:00","no",0,313168,"2018-05-25T18:57:27","201805211839","Caleb Peterson","EST",29908096,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:f46f8aae-6882-4191-a8f5-a70e5d7a890e","","n/a",TRUE,"submitted_via_web","Encouraging","2018-05-22T17:39:00.000-04:00","uuid:dcee45cf-19df-40da-afa0-45f7c072a32b","5914","yes","text","f46f8aae-6882-4191-a8f5-a70e5d7a890e",NA,"1833 Carmona Avenue",0,"40c4d452109c460a91ca282cbeea6097","2018-05-30T16:35:57.612076+00:00","no",0,313168,"2018-05-25T18:58:35","201805211839","Caleb Peterson","EST",29908117,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:638b8691-a48f-41b8-850b-0647288da3ee","","The offered date to show the house was June 5th , which is really far away when compared to other offered dates.",FALSE,"submitted_via_web","Neutral","2018-05-23T13:49:00.000-04:00",NA,"5914","yes","text","638b8691-a48f-41b8-850b-0647288da3ee",NA,"10507 Holman Avenue",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T19:02:20","201805211839","Caleb Peterson","EST",29908172,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:35135743-3c89-4956-ab6d-f0779495b2de","","n/a",FALSE,"submitted_via_web","Very Encouraging","2018-05-23T18:52:00.000-04:00",NA,"5914","yes","text","35135743-3c89-4956-ab6d-f0779495b2de",NA,"424 Parkman Avenue",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T19:04:23","201805211839","Caleb Peterson","EST",29908215,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:2fabbc54-d8ed-42a0-a0dd-125bf0544e89","","n/a",FALSE,"submitted_via_web","Encouraging","2018-05-24T12:51:00.000-04:00",NA,"5914","yes","voicemail","2fabbc54-d8ed-42a0-a0dd-125bf0544e89",NA,"11336 Montana Avenue",0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T19:07:34","201805211839","Caleb Peterson","EST",29908253,"Evelyn",NA,NA
TRUE,"","Caleb_Peterson","yes","uuid:6ba35d35-9896-4fbf-8b38-54a3b388e51e","","The only property identifier I got was that it has something to do with maltman.",FALSE,"submitted_via_web","Encouraging","2018-05-24T16:00:00.000-04:00",NA,"5914","no","voicemail","6ba35d35-9896-4fbf-8b38-54a3b388e51e",NA,NA,0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T19:10:05","201805211839","Caleb Peterson","EST",29908276,"Evelyn","Maltman",NA
TRUE,"","Caleb_Peterson","yes","uuid:14beb78e-2d5c-4f26-b693-f4bc3109d1d8","","The only property identifier I got was that it has something to do with maltman.",FALSE,"submitted_via_web","Neutral","2018-05-24T16:00:00.000-04:00",NA,"5914","no","text","14beb78e-2d5c-4f26-b693-f4bc3109d1d8",NA,NA,0,"40c4d452109c460a91ca282cbeea6097",NA,"no",0,313168,"2018-05-25T19:11:02","201805211839","Caleb Peterson","EST",29908281,"Evelyn","maltman",NA
